cod_semestre;cod_facultad;cod_escuela;cod_plan;cod_asignatura;cod_alumno;val_calific_final
20191;20;1;2014;2010801;14200003;15
20191;20;1;2014;2010801;14200148;10
20191;20;1;2014;2010801;14200073;14
20191;20;1;2014;2010801;15200033;15
20191;20;1;2014;2010801;15200034;15
20191;20;1;2014;2010801;16200129;15
20191;20;1;2014;2010801;15200167;15
20191;20;1;2014;2010801;14200108;11
20191;20;1;2014;2010801;16200026;11
20191;20;1;2014;2010801;16200101;11
20191;20;1;2014;2010801;14200111;7
20191;20;1;2014;2010801;16200028;15
20191;20;1;2014;2010801;15200117;12
20191;20;1;2014;2010801;15200118;13
20191;20;1;2014;2010801;16200153;13
20191;20;1;2014;2010801;16200191;15
20191;20;1;2014;2010801;15200100;15
20191;20;1;2014;2010801;15200102;13
20191;20;1;2014;2010801;16200172;13
20191;20;1;2014;2010801;16200173;14
20191;20;1;2014;2010801;14200134;12
20191;20;1;2014;2010801;14200137;11
20191;20;1;2014;2010801;16200041;12
20191;20;1;2014;2010801;14200142;13
20191;20;1;2014;2010801;14200143;14
20191;20;1;2014;2010801;15200151;14
20191;20;1;2014;2010801;15200157;14
20191;20;1;2014;2010801;16200158;15
20191;20;1;2014;2010801;14200096;13
20191;20;1;2014;2010801;15200158;13
20191;20;1;2014;2010801;15200160;13
20191;20;1;2014;2010801;16200049;13
20191;20;1;2014;2010801;16200051;15
20191;20;1;2014;2010801;15200028;12
20191;20;1;2014;2010801;15200041;14
20191;20;1;2014;2010801;15200043;13
20191;20;1;2014;2010801;16200022;11
20191;20;1;2014;2010801;15200171;14
20191;20;1;2014;2010801;15200172;12
20191;20;1;2014;2010801;16200187;11
20191;20;1;2014;2010801;15200045;15
20191;20;1;2014;2010801;15200049;12
20191;20;1;2014;2010801;15200179;11
20191;20;1;2014;2010801;15200182;17
20191;20;1;2014;2010801;14200040;11
20191;20;1;2014;2010801;15200003;13
20191;20;1;2014;2010801;16200194;13
20191;20;1;2014;2010801;15200183;12
20191;20;1;2014;2010801;15200184;16
20191;20;1;2014;2010801;15200005;14
20191;20;1;2014;2010801;16200110;12
20191;20;1;2014;2010801;16200111;15
20191;20;1;2014;2010801;15200014;14
20191;20;1;2014;2010801;15200016;15
20191;20;1;2014;2010801;15200194;15
20191;20;1;2014;2010801;16200112;12
20191;20;1;2014;2010802;14200119;13
20191;20;1;2014;2010802;14200134;0
20191;20;1;2014;2010802;14200135;13
20191;20;1;2014;2010802;14200140;15
20191;20;1;2014;2010802;14200014;6
20191;20;1;2014;2010802;14200078;12
20191;20;1;2014;2010802;14200081;14
20191;20;1;2014;2010802;14200096;13
20191;20;1;2014;2010802;15200029;6
20191;20;1;2014;2010802;14200168;8
20191;20;1;2014;2010802;15200172;14
20191;20;1;2014;2010802;14200100;12
20191;20;1;2014;2010802;14200088;12
20191;20;1;2014;2010802;14200130;15
20191;20;1;2014;2010802;14200136;16
20191;20;1;2014;2010802;14200004;16
20191;20;1;2014;2010802;14200145;12
20191;20;1;2014;2010802;15200171;16
20191;20;1;2014;2010802;14200063;0
20191;20;1;2014;2010802;15200003;12
20191;20;1;2014;2010802;14200101;14
20191;20;1;2014;2010802;15200100;10
20191;20;1;2014;2010802;15200153;13
20191;20;1;2014;2010802;15200154;17
20191;20;1;2014;2010802;15200156;16
20191;20;1;2014;2010802;15200160;17
20191;20;1;2014;2010802;15200161;17
20191;20;1;2014;2010802;15200035;15
20191;20;1;2014;2010802;15200173;15
20191;20;1;2014;2010802;15200194;10
20191;20;1;2014;2010802;15200118;18
20191;20;1;2014;2010802;15200025;16
20191;20;1;2014;2010802;15200135;16
20191;20;1;2014;2010802;15200144;17
20191;20;1;2014;2010802;15200151;16
20191;20;1;2014;2010802;15200031;18
20191;20;1;2014;2010802;15200037;15
20191;20;1;2014;2010802;15200038;17
20191;20;1;2014;2010802;15200043;17
20191;20;1;2014;2010802;15200178;17
20191;20;1;2014;2010802;15200010;18
20191;20;1;2014;2010802;15200097;16
20191;20;1;2014;2010802;14200127;5
20191;20;1;2014;2010802;14200142;17
20191;20;1;2014;2010802;15200157;16
20191;20;1;2014;2010802;14200020;5
20191;20;1;2014;2010802;14200080;5
20191;20;1;2014;2010802;14200035;17
20191;20;1;2014;2010802;15200184;18
20191;20;1;2014;2010802;15200017;15
20191;20;1;2014;2010802;14200093;15
20191;20;1;2014;2010802;14200122;13
20191;20;1;2014;2010802;15200138;14
20191;20;1;2014;2010802;15200049;13
20191;20;1;2014;2010802;15200117;12
20191;20;1;2014;2010802;15200124;6
20191;20;1;2014;2010802;15200021;8
20191;20;1;2014;2010802;15200026;14
20191;20;1;2014;2010802;15200125;11
20191;20;1;2014;2010802;15200127;0
20191;20;1;2014;2010802;15200110;3
20191;20;1;2014;2010802;15200147;14
20191;20;1;2014;2010802;15200150;0
20191;20;1;2014;2010802;15200155;0
20191;20;1;2014;2010802;14200097;13
20191;20;1;2014;2010802;15200185;13
20191;20;1;2014;2010802;15200015;12
20191;20;1;2014;2010802;14200092;6
20191;20;1;2014;2010802;15200143;12
20191;20;1;2014;2010802;14200069;4
20191;20;1;2014;2010802;14200072;11
20191;20;1;2014;2010802;14200024;14
20191;20;1;2014;2010802;14200095;13
20191;20;1;2014;2010802;15200028;15
20191;20;1;2014;2010802;14200105;12
20191;20;1;2014;2010802;14200064;9
20191;20;1;2014;2010802;14200060;0
20191;20;1;2014;2010802;15200052;16
20191;20;1;2014;2010803;15200021;15
20191;20;1;2014;2010803;15200025;14
20191;20;1;2014;2010803;15200195;15
20191;20;1;2014;2010803;14200092;12
20191;20;1;2014;2010803;14200093;14
20191;20;1;2014;2010803;13160113;15
20191;20;1;2014;2010803;15200097;15
20191;20;1;2014;2010803;15200100;13
20191;20;1;2014;2010803;15200135;15
20191;20;1;2014;2010803;14200136;14
20191;20;1;2014;2010803;14200010;13
20191;20;1;2014;2010803;14200142;16
20191;20;1;2014;2010803;15200149;15
20191;20;1;2014;2010803;15200150;14
20191;20;1;2014;2010803;15200151;14
20191;20;1;2014;2010803;15200154;15
20191;20;1;2014;2010803;15200157;14
20191;20;1;2014;2010803;14200071;14
20191;20;1;2014;2010803;14200072;14
20191;20;1;2014;2010803;14200086;14
20191;20;1;2014;2010803;14200095;14
20191;20;1;2014;2010803;14200160;13
20191;20;1;2014;2010803;15200028;14
20191;20;1;2014;2010803;15200035;15
20191;20;1;2014;2010803;14200105;13
20191;20;1;2014;2010803;15200038;15
20191;20;1;2014;2010803;15200171;16
20191;20;1;2014;2010803;15200173;15
20191;20;1;2014;2010803;14200171;14
20191;20;1;2014;2010803;14200029;14
20191;20;1;2014;2010803;15200045;14
20191;20;1;2014;2010803;15200049;14
20191;20;1;2014;2010803;15200003;15
20191;20;1;2014;2010803;14200060;14
20191;20;1;2014;2010803;14200097;12
20191;20;1;2014;2010803;14200101;15
20191;20;1;2014;2010803;15200116;13
20191;20;1;2014;2010803;15200050;12
20191;20;1;2014;2010803;15200052;15
20191;20;1;2014;2010803;15200184;15
20191;20;1;2014;2010803;15200010;15
20191;20;1;2014;2010803;15200015;14
20191;20;1;2014;2010803;15200194;14
20191;20;1;2014;2010804;15200118;15
20191;20;1;2014;2010804;15200121;13
20191;20;1;2014;2010804;14200092;15
20191;20;1;2014;2010804;15200061;16
20191;20;1;2014;2010804;16200035;14
20191;20;1;2014;2010804;15200128;11
20191;20;1;2014;2010804;14200127;14
20191;20;1;2014;2010804;15200103;12
20191;20;1;2014;2010804;15200137;13
20191;20;1;2014;2010804;15200140;15
20191;20;1;2014;2010804;14200132;16
20191;20;1;2014;2010804;14200137;16
20191;20;1;2014;2010804;14200009;13
20191;20;1;2014;2010804;14200145;15
20191;20;1;2014;2010804;14200146;15
20191;20;1;2014;2010804;15200151;16
20191;20;1;2014;2010804;16200158;16
20191;20;1;2014;2010804;14200019;18
20191;20;1;2014;2010804;14200020;15
20191;20;1;2014;2010804;14200072;11
20191;20;1;2014;2010804;14200082;15
20191;20;1;2014;2010804;15200158;14
20191;20;1;2014;2010804;14200160;14
20191;20;1;2014;2010804;14200161;16
20191;20;1;2014;2010804;15200029;13
20191;20;1;2014;2010804;15200041;16
20191;20;1;2014;2010804;15200043;17
20191;20;1;2014;2010804;15200171;14
20191;20;1;2014;2010804;15200172;15
20191;20;1;2014;2010804;14200169;15
20191;20;1;2014;2010804;14200028;13
20191;20;1;2014;2010804;14200029;15
20191;20;1;2014;2010804;15200045;17
20191;20;1;2014;2010804;15200046;14
20191;20;1;2014;2010804;15200174;14
20191;20;1;2014;2010804;15200179;16
20191;20;1;2014;2010804;14200064;12
20191;20;1;2014;2010804;14200030;0
20191;20;1;2014;2010804;15200112;14
20191;20;1;2014;2010804;14200111;13
20191;20;1;2014;2010804;15200054;16
20191;20;1;2014;2010804;15200056;14
20191;20;1;2014;2010804;15200183;16
20191;20;1;2014;2010804;15200004;11
20191;20;1;2014;2010804;14200122;11
20191;20;1;2014;2010804;16200039;13
20191;20;1;2014;2010804;16200040;12
20191;20;1;2014;2010804;14200066;0
20191;20;1;2014;2010804;14200086;12
20191;20;1;2014;2010804;16200049;11
20191;20;1;2014;2010804;16200011;14
20191;20;1;2014;2010804;16200008;13
20191;20;1;2014;2010804;15200169;11
20191;20;1;2014;2010804;15200049;11
20191;20;1;2014;2010804;15200175;11
20191;20;1;2014;2010804;15200184;15
20191;20;1;2014;2010804;16200109;13
20191;20;1;2014;2010804;15200014;11
20191;20;1;2014;2010804;15200017;11
20191;20;1;2014;2010805;16200030;12
20191;20;1;2014;2010805;16200172;11
20191;20;1;2014;2010805;15200137;13
20191;20;1;2014;2010805;15200143;11
20191;20;1;2014;2010805;14200132;9
20191;20;1;2014;2010805;16200045;13
20191;20;1;2014;2010805;15200153;11
20191;20;1;2014;2010805;14200073;11
20191;20;1;2014;2010805;14200086;10
20191;20;1;2014;2010805;18200241;11
20191;20;1;2014;2010805;15200112;11
20191;20;1;2014;2010805;15200190;14
20191;20;1;2014;2010805;16200018;15
20191;20;1;2014;2010805;15200118;15
20191;20;1;2014;2010805;15200123;15
20191;20;1;2014;2010805;15200124;13
20191;20;1;2014;2010805;15200061;15
20191;20;1;2014;2010805;15200098;16
20191;20;1;2014;2010805;15200127;15
20191;20;1;2014;2010805;15200133;16
20191;20;1;2014;2010805;15200100;14
20191;20;1;2014;2010805;15200102;16
20191;20;1;2014;2010805;15200103;17
20191;20;1;2014;2010805;16200038;16
20191;20;1;2014;2010805;16200171;15
20191;20;1;2014;2010805;15200106;15
20191;20;1;2014;2010805;15200107;14
20191;20;1;2014;2010805;14200009;15
20191;20;1;2014;2010805;15200149;16
20191;20;1;2014;2010805;15200150;16
20191;20;1;2014;2010805;14200014;5
20191;20;1;2014;2010805;14200146;17
20191;20;1;2014;2010805;15200151;16
20191;20;1;2014;2010805;14200066;5
20191;20;1;2014;2010805;14200096;16
20191;20;1;2014;2010805;14200159;5
20191;20;1;2014;2010805;15200160;16
20191;20;1;2014;2010805;15200027;15
20191;20;1;2014;2010805;15200043;15
20191;20;1;2014;2010805;15200172;15
20191;20;1;2014;2010805;14200028;17
20191;20;1;2014;2010805;15200046;14
20191;20;1;2014;2010805;15200179;17
20191;20;1;2014;2010805;15200002;15
20191;20;1;2014;2010805;14200030;16
20191;20;1;2014;2010805;15200056;16
20191;20;1;2014;2010805;15200184;14
20191;20;1;2014;2010805;15200185;15
20191;20;1;2014;2010805;15200004;16
20191;20;1;2014;2010805;15200005;15
20191;20;1;2014;2010805;15200007;16
20191;20;1;2014;2010805;15200014;15
20191;20;1;2014;2010805;15200194;14
20191;20;1;2014;2010806;15200026;12
20191;20;1;2014;2010806;15200127;12
20191;20;1;2014;2010806;14200127;11
20191;20;1;2014;2010806;15200100;12
20191;20;1;2014;2010806;14200136;11
20191;20;1;2014;2010806;15200110;12
20191;20;1;2014;2010806;14200114;0
20191;20;1;2014;2010806;14200060;11
20191;20;1;2014;2010806;15200151;16
20191;20;1;2014;2010806;14200020;11
20191;20;1;2014;2010806;14200069;11
20191;20;1;2014;2010806;14200024;12
20191;20;1;2014;2010806;14200095;11
20191;20;1;2014;2010806;15200158;12
20191;20;1;2014;2010806;15200029;12
20191;20;1;2014;2010806;15200041;16
20191;20;1;2014;2010806;15200043;16
20191;20;1;2014;2010806;15200171;12
20191;20;1;2014;2010806;15200172;12
20191;20;1;2014;2010806;15200179;16
20191;20;1;2014;2010806;14200063;11
20191;20;1;2014;2010806;14200037;11
20191;20;1;2014;2010806;15200050;12
20191;20;1;2014;2010806;15200054;12
20191;20;1;2014;2010806;15200185;12
20191;20;1;2014;2010806;15200012;11
20191;20;1;2014;2010806;15200194;12
20191;20;1;2014;2010806;15200117;16
20191;20;1;2014;2010806;15200118;16
20191;20;1;2014;2010806;15200123;15
20191;20;1;2014;2010806;15200124;16
20191;20;1;2014;2010806;15200060;16
20191;20;1;2014;2010806;15200021;16
20191;20;1;2014;2010806;15200195;16
20191;20;1;2014;2010806;15200097;15
20191;20;1;2014;2010806;15200125;16
20191;20;1;2014;2010806;15200105;14
20191;20;1;2014;2010806;15200149;16
20191;20;1;2014;2010806;15200155;16
20191;20;1;2014;2010806;15200157;16
20191;20;1;2014;2010806;15200160;15
20191;20;1;2014;2010806;14200169;16
20191;20;1;2014;2010806;15200045;16
20191;20;1;2014;2010806;15200049;15
20191;20;1;2014;2010806;14200035;15
20191;20;1;2014;2010806;15200182;15
20191;20;1;2014;2010806;15200003;15
20191;20;1;2014;2010806;15200116;16
20191;20;1;2014;2010806;15200184;15
20191;20;1;2014;2010806;15200014;15
20191;20;1;2014;2010806;15200015;16
20191;20;1;2014;2010807;15200022;13
20191;20;1;2014;2010807;15200025;16
20191;20;1;2014;2010807;14200093;16
20191;20;1;2014;2010807;15200098;14
20191;20;1;2014;2010807;15200128;12
20191;20;1;2014;2010807;15200133;11
20191;20;1;2014;2010807;16200039;15
20191;20;1;2014;2010807;16200169;16
20191;20;1;2014;2010807;15200135;13
20191;20;1;2014;2010807;15200143;14
20191;20;1;2014;2010807;14200132;13
20191;20;1;2014;2010807;16200044;15
20191;20;1;2014;2010807;16200045;15
20191;20;1;2014;2010807;14200142;15
20191;20;1;2014;2010807;15200157;13
20191;20;1;2014;2010807;14200072;12
20191;20;1;2014;2010807;14200085;11
20191;20;1;2014;2010807;16200049;13
20191;20;1;2014;2010807;14200161;11
20191;20;1;2014;2010807;16200008;14
20191;20;1;2014;2010807;15200043;13
20191;20;1;2014;2010807;16200011;14
20191;20;1;2014;2010807;16200132;15
20191;20;1;2014;2010807;15200045;16
20191;20;1;2014;2010807;15200049;15
20191;20;1;2014;2010807;14200035;13
20191;20;1;2014;2010807;15200179;15
20191;20;1;2014;2010807;15200184;13
20191;20;1;2014;2010807;15200004;15
20191;20;1;2014;2010807;16200109;15
20191;20;1;2014;2010807;15200015;12
20191;20;1;2014;2010807;15200194;17
20191;20;1;2014;2010807;15200117;14
20191;20;1;2014;2010807;15200118;14
20191;20;1;2014;2010807;15200121;14
20191;20;1;2014;2010807;15200195;13
20191;20;1;2014;2010807;14200092;12
20191;20;1;2014;2010807;15200061;12
20191;20;1;2014;2010807;15200124;11
20191;20;1;2014;2010807;14200127;14
20191;20;1;2014;2010807;15200100;16
20191;20;1;2014;2010807;14200137;10
20191;20;1;2014;2010807;15200110;12
20191;20;1;2014;2010807;14200009;14
20191;20;1;2014;2010807;14200140;13
20191;20;1;2014;2010807;15200150;13
20191;20;1;2014;2010807;14200146;13
20191;20;1;2014;2010807;14200148;12
20191;20;1;2014;2010807;15200151;12
20191;20;1;2014;2010807;15200153;12
20191;20;1;2014;2010807;14200020;14
20191;20;1;2014;2010807;14200095;16
20191;20;1;2014;2010807;15200027;14
20191;20;1;2014;2010807;15200029;14
20191;20;1;2014;2010807;15200033;13
20191;20;1;2014;2010807;15200171;17
20191;20;1;2014;2010807;16200052;14
20191;20;1;2014;2010807;14200169;14
20191;20;1;2014;2010807;14200028;14
20191;20;1;2014;2010807;15200174;11
20191;20;1;2014;2010807;16200101;12
20191;20;1;2014;2010807;14200064;14
20191;20;1;2014;2010807;14200036;14
20191;20;1;2014;2010807;14200037;15
20191;20;1;2014;2010807;15200002;13
20191;20;1;2014;2010807;14200030;11
20191;20;1;2014;2010807;14200097;11
20191;20;1;2014;2010807;15200050;13
20191;20;1;2014;2010807;15200052;12
20191;20;1;2014;2010807;15200183;13
20191;20;1;2014;2010807;15200185;14
20191;20;1;2014;2010807;15200005;13
20191;20;1;2014;2010807;15200007;13
20191;20;1;2014;2010807;15200012;13
20191;20;1;2014;2010807;15200014;13
20191;20;1;2014;2010901;14200129;13
20191;20;1;2014;2010901;14200131;14
20191;20;1;2014;2010901;14200138;16
20191;20;1;2014;2010901;14200010;11
20191;20;1;2014;2010901;14200068;15
20191;20;1;2014;2010901;14200167;15
20191;20;1;2014;2010901;14200125;11
20191;20;1;2014;2010901;14200141;13
20191;20;1;2014;2010901;14200161;13
20191;20;1;2014;2010901;15200024;16
20191;20;1;2014;2010901;14200143;10
20191;20;1;2014;2010901;14200074;12
20191;20;1;2014;2010901;15200044;18
20191;20;1;2014;2010901;14200098;18
20191;20;1;2014;2010901;15200053;16
20191;20;1;2014;2010901;15200187;18
20191;20;1;2014;2010901;14200118;16
20191;20;1;2014;2010901;14200121;15
20191;20;1;2014;2010901;14200152;15
20191;20;1;2014;2010901;14200027;16
20191;20;1;2014;2010901;14200158;16
20191;20;1;2014;2010901;15200162;16
20191;20;1;2014;2010901;15200182;16
20191;20;1;2014;2010901;15200001;16
20191;20;1;2014;2010901;15200059;15
20191;20;1;2014;2010901;15200009;15
20191;20;1;2014;2010901;15200105;18
20191;20;1;2014;2010901;14200006;12
20191;20;1;2014;2010901;14200021;14
20191;20;1;2014;2010901;14200071;14
20191;20;1;2014;2010901;15200163;19
20191;20;1;2014;2010901;15200168;15
20191;20;1;2014;2010901;14200037;14
20191;20;1;2014;2010901;14200031;15
20191;20;1;2014;2010901;15200008;19
20191;20;1;2014;2010901;15200116;16
20191;20;1;2014;2010901;13160113;17
20191;20;1;2014;2010901;14200171;14
20191;20;1;2014;2010902;14200116;11
20191;20;1;2014;2010902;14200118;12
20191;20;1;2014;2010902;14200119;13
20191;20;1;2014;2010902;14200121;11
20191;20;1;2014;2010902;15200024;18
20191;20;1;2014;2010902;15200025;11
20191;20;1;2014;2010902;14200092;11
20191;20;1;2014;2010902;13160113;19
20191;20;1;2014;2010902;15200135;11
20191;20;1;2014;2010902;14200142;19
20191;20;1;2014;2010902;15200144;19
20191;20;1;2014;2010902;15200154;18
20191;20;1;2014;2010902;15200156;19
20191;20;1;2014;2010902;14200152;11
20191;20;1;2014;2010902;14200021;11
20191;20;1;2014;2010902;14200082;11
20191;20;1;2014;2010902;14200158;12
20191;20;1;2014;2010902;15200161;17
20191;20;1;2014;2010902;15200162;19
20191;20;1;2014;2010902;15200163;14
20191;20;1;2014;2010902;15200031;19
20191;20;1;2014;2010902;15200035;15
20191;20;1;2014;2010902;14200105;11
20191;20;1;2014;2010902;15200037;19
20191;20;1;2014;2010902;15200038;18
20191;20;1;2014;2010902;15200044;18
20191;20;1;2014;2010902;15200168;12
20191;20;1;2014;2010902;15200173;11
20191;20;1;2014;2010902;14200171;10
20191;20;1;2014;2010902;14200106;13
20191;20;1;2014;2010902;15200178;19
20191;20;1;2014;2010902;15200001;19
20191;20;1;2014;2010902;14200031;11
20191;20;1;2014;2010902;14200098;14
20191;20;1;2014;2010902;15200053;18
20191;20;1;2014;2010902;15200059;18
20191;20;1;2014;2010902;15200187;19
20191;20;1;2014;2010902;15200008;14
20191;20;1;2014;2010902;15200009;14
20191;20;1;2014;2010902;15200010;10
20191;20;1;2014;2010902;15200017;15
20191;20;1;2014;2010902;15200120;15
20191;20;1;2014;2010902;14200093;11
20191;20;1;2014;2010902;15200138;11
20191;20;1;2014;2010902;14200134;10
20191;20;1;2014;2010902;14200135;10
20191;20;1;2014;2010902;15200147;11
20191;20;1;2014;2010902;14200072;11
20191;20;1;2014;2010902;14200071;10
20191;20;1;2014;2010902;14200078;12
20191;20;1;2014;2010902;14200081;10
20191;20;1;2014;2010902;14200160;2
20191;20;1;2014;2010902;15200028;13
20191;20;1;2014;2010902;14200168;12
20191;20;1;2014;2010902;14200108;3
20191;20;1;2014;2010902;14200064;10
20191;20;1;2014;2010902;15200052;16
20191;20;1;2014;2010902;15200183;11
20191;20;1;2014;2010903;15200059;17
20191;20;1;2014;2010903;15200127;17
20191;20;1;2014;2010903;15200137;17
20191;20;1;2014;2010903;14200143;14
20191;20;1;2014;2010903;14200004;17
20191;20;1;2014;2010903;14200060;17
20191;20;1;2014;2010903;15200155;17
20191;20;1;2014;2010903;14200074;17
20191;20;1;2014;2010903;14200078;17
20191;20;1;2014;2010903;14200082;14
20191;20;1;2014;2010903;14200024;18
20191;20;1;2014;2010903;14200096;17
20191;20;1;2014;2010903;15200028;17
20191;20;1;2014;2010903;15200168;14
20191;20;1;2014;2010903;15200172;17
20191;20;1;2014;2010903;14200168;17
20191;20;1;2014;2010903;14200108;14
20191;20;1;2014;2010903;14200063;17
20191;20;1;2014;2010903;14200031;14
20191;20;1;2014;2010903;15200054;17
20191;20;1;2014;2010903;15200008;18
20191;20;1;2014;2010903;15200017;14
20191;20;1;2014;2010903;15200120;13
20191;20;1;2014;2010903;14200116;11
20191;20;1;2014;2010903;15200021;5
20191;20;1;2014;2010903;15200024;14
20191;20;1;2014;2010903;15200026;13
20191;20;1;2014;2010903;13160113;13
20191;20;1;2014;2010903;15200105;13
20191;20;1;2014;2010903;15200138;13
20191;20;1;2014;2010903;15200107;11
20191;20;1;2014;2010903;15200144;14
20191;20;1;2014;2010903;14200145;10
20191;20;1;2014;2010903;15200154;18
20191;20;1;2014;2010903;15200156;13
20191;20;1;2014;2010903;14200021;11
20191;20;1;2014;2010903;14200068;11
20191;20;1;2014;2010903;14200071;9
20191;20;1;2014;2010903;15200161;13
20191;20;1;2014;2010903;15200162;16
20191;20;1;2014;2010903;15200163;15
20191;20;1;2014;2010903;14200163;13
20191;20;1;2014;2010903;15200031;14
20191;20;1;2014;2010903;15200035;13
20191;20;1;2014;2010903;14200105;11
20191;20;1;2014;2010903;15200037;12
20191;20;1;2014;2010903;15200044;15
20191;20;1;2014;2010903;14200106;14
20191;20;1;2014;2010903;14200110;12
20191;20;1;2014;2010903;15200178;16
20191;20;1;2014;2010903;15200182;16
20191;20;1;2014;2010903;15200001;16
20191;20;1;2014;2010903;14200098;14
20191;20;1;2014;2010903;14200101;14
20191;20;1;2014;2010903;15200053;12
20191;20;1;2014;2010903;15200187;13
20191;20;1;2014;2010903;15200009;15
20191;20;1;2014;2010903;15200010;15
20191;20;1;2014;2010904;15200059;12
20191;20;1;2014;2010904;15200120;14
20191;20;1;2014;2010904;14200116;11
20191;20;1;2014;2010904;14200119;11
20191;20;1;2014;2010904;15200024;14
20191;20;1;2014;2010904;14200122;11
20191;20;1;2014;2010904;15200138;12
20191;20;1;2014;2010904;15200107;12
20191;20;1;2014;2010904;15200144;12
20191;20;1;2014;2010904;15200156;11
20191;20;1;2014;2010904;14200021;12
20191;20;1;2014;2010904;14200075;13
20191;20;1;2014;2010904;14200078;13
20191;20;1;2014;2010904;15200161;13
20191;20;1;2014;2010904;15200162;16
20191;20;1;2014;2010904;15200163;12
20191;20;1;2014;2010904;15200031;13
20191;20;1;2014;2010904;15200037;11
20191;20;1;2014;2010904;15200168;12
20191;20;1;2014;2010904;14200168;11
20191;20;1;2014;2010904;14200106;11
20191;20;1;2014;2010904;15200044;14
20191;20;1;2014;2010904;14200172;11
20191;20;1;2014;2010904;15200178;13
20191;20;1;2014;2010904;14200037;11
20191;20;1;2014;2010904;15200001;14
20191;20;1;2014;2010904;14200031;12
20191;20;1;2014;2010904;14200098;13
20191;20;1;2014;2010904;15200053;14
20191;20;1;2014;2010904;15200187;11
20191;20;1;2014;2010904;15200008;14
20191;20;1;2014;2010904;15200009;12
20191;20;1;2014;2010904;15200017;11
20191;20;1;2014;2010904;14200120;13
20191;20;1;2014;2010904;14200088;13
20191;20;1;2014;2010904;15200125;12
20191;20;1;2014;2010904;14200125;11
20191;20;1;2014;2010904;14200126;11
20191;20;1;2014;2010904;15200105;13
20191;20;1;2014;2010904;14200005;11
20191;20;1;2014;2010904;14200006;12
20191;20;1;2014;2010904;14200140;12
20191;20;1;2014;2010904;14200141;13
20191;20;1;2014;2010904;14200143;12
20191;20;1;2014;2010904;14200144;13
20191;20;1;2014;2010904;14200004;13
20191;20;1;2014;2010904;15200155;12
20191;20;1;2014;2010904;14200074;13
20191;20;1;2014;2010904;14200076;14
20191;20;1;2014;2010904;14200080;13
20191;20;1;2014;2010904;14200161;12
20191;20;1;2014;2010904;14200163;12
20191;20;1;2014;2010904;14200110;12
20191;20;1;2014;2010904;14200033;13
20191;20;1;2014;2010904;15200182;13
20191;20;1;2014;2010904;14200063;11
20191;20;1;2014;2010905;15200059;13
20191;20;1;2014;2010905;14200116;11
20191;20;1;2014;2010905;15200060;12
20191;20;1;2014;2010905;15200024;15
20191;20;1;2014;2010905;15200026;16
20191;20;1;2014;2010905;15200125;11
20191;20;1;2014;2010905;15200127;13
20191;20;1;2014;2010905;15200105;12
20191;20;1;2014;2010905;15200138;11
20191;20;1;2014;2010905;15200107;11
20191;20;1;2014;2010905;15200110;11
20191;20;1;2014;2010905;15200144;12
20191;20;1;2014;2010905;15200147;11
20191;20;1;2014;2010905;14200114;2
20191;20;1;2014;2010905;14200145;13
20191;20;1;2014;2010905;15200153;13
20191;20;1;2014;2010905;15200155;11
20191;20;1;2014;2010905;15200156;13
20191;20;1;2014;2010905;14200073;12
20191;20;1;2014;2010905;15200158;13
20191;20;1;2014;2010905;15200161;12
20191;20;1;2014;2010905;15200162;17
20191;20;1;2014;2010905;15200163;12
20191;20;1;2014;2010905;15200031;15
20191;20;1;2014;2010905;15200168;13
20191;20;1;2014;2010905;14200169;11
20191;20;1;2014;2010905;14200108;11
20191;20;1;2014;2010905;15200044;14
20191;20;1;2014;2010905;15200175;11
20191;20;1;2014;2010905;15200178;14
20191;20;1;2014;2010905;15200182;13
20191;20;1;2014;2010905;14200063;13
20191;20;1;2014;2010905;14200037;11
20191;20;1;2014;2010905;15200001;15
20191;20;1;2014;2010905;14200098;15
20191;20;1;2014;2010905;15200053;11
20191;20;1;2014;2010905;15200054;11
20191;20;1;2014;2010905;15200183;11
20191;20;1;2014;2010905;15200185;15
20191;20;1;2014;2010905;15200187;12
20191;20;1;2014;2010905;15200008;16
20191;20;1;2014;2010905;15200009;12
20191;20;1;2014;2010905;15200017;11
20191;20;1;2014;2010905;15200120;12
20191;20;1;2014;2010905;15200025;13
20191;20;1;2014;2010905;15200195;12
20191;20;1;2014;2010905;14200093;11
20191;20;1;2014;2010905;13160113;12
20191;20;1;2014;2010905;15200135;12
20191;20;1;2014;2010905;15200143;11
20191;20;1;2014;2010905;14200134;10
20191;20;1;2014;2010905;14200135;10
20191;20;1;2014;2010905;14200136;11
20191;20;1;2014;2010905;14200142;13
20191;20;1;2014;2010905;15200149;13
20191;20;1;2014;2010905;14200014;12
20191;20;1;2014;2010905;15200157;11
20191;20;1;2014;2010905;14200069;10
20191;20;1;2014;2010905;14200078;12
20191;20;1;2014;2010905;14200081;12
20191;20;1;2014;2010905;14200024;11
20191;20;1;2014;2010905;14200095;13
20191;20;1;2014;2010905;14200096;12
20191;20;1;2014;2010905;15200028;15
20191;20;1;2014;2010905;15200035;13
20191;20;1;2014;2010905;15200038;12
20191;20;1;2014;2010905;15200173;13
20191;20;1;2014;2010905;14200168;15
20191;20;1;2014;2010905;14200171;14
20191;20;1;2014;2010905;14200035;12
20191;20;1;2014;2010905;15200050;12
20191;20;1;2014;2010905;15200052;12
